headline,date,doc_type,material_type,news_desk,section,keywords,url,id,byline
"Neuberger, 104, Honored for Helping Young Artists",2007-11-25,article,News,Regionals,New York,"['Art', 'Awards, Decorations and Honors']",https://www.nytimes.com/2007/11/25/nyregion/nyregionspecial2/25spotwe.html,nyt://article/25a02975-5868-5f04-a519-78dd9960605d,By Roberta Hershenson
Barely Getting By and Facing a Cold Maine Winter,2007-11-24,article,News,National,U.S.,"['Food Stamps', 'Welfare (US)', 'AGED', 'Nursing Homes', 'Social Security (US)']",https://www.nytimes.com/2007/11/24/us/24maine.html,nyt://article/bf1fb6de-0dc4-5f3b-acb2-cd8b06253bfe,By Erik Eckholm
Bialystock und Doom?,2007-11-10,article,News,,Week in Review,[],https://laughlines.blogs.nytimes.com/2007/11/10/bialystock-und-doom/,nyt://article/12803254-bcbd-5773-bfe6-c0c92b41f2b9,By Laugh Lines
Who Put the Trance in Transylvania?,2007-11-09,article,Review,Weekend,Theater,['Theater'],https://www.nytimes.com/2007/11/09/theater/reviews/09fran.html,nyt://article/3fe9a172-cba1-5bd7-ae66-5f21248f74fc,By Ben Brantley
"As Japan ages, prisons adapt to going gray",2007-11-03,article,News,IHT News,World,[],https://www.nytimes.com/2007/11/03/world/asia/03iht-03japan.8173214.html,nyt://article/70d7c206-4276-5a23-a94b-ec6e3434936a,By Norimitsu Onishi
"As Japan Ages, Prisons Adapt to Going Gray",2007-11-03,article,News,Foreign,World,"['Prisons and Prisoners', 'AGED']",https://www.nytimes.com/2007/11/03/world/asia/03japan.html,nyt://article/14c3f278-a2e8-5aa9-af1f-0d038cb1cab2,By Norimitsu Onishi
Elderly inmates find amenities in Japan's prisons,2007-11-02,article,News,IHT News,World,[],https://www.nytimes.com/2007/11/02/world/asia/02iht-japan.1.8161091.html,nyt://article/0669b044-0d78-506f-b42e-0d5519c8289d,By Norimitsu Onishi
"Nobel to Lessing, Incisive Voice of Women’s Fate",2007-10-12,article,News,Culture,World,"['Books and Literature', 'Women']",https://www.nytimes.com/2007/10/12/world/12nobel.html,nyt://article/019d4827-def2-571f-9a9d-150df116998a,By Motoko Rich and Sarah Lyall
Doris Lessing receives Nobel Prize in Literature,2007-10-11,article,News,IHT News,Arts,[],https://www.nytimes.com/2007/10/11/arts/11iht-nobel.4.7856562.html,nyt://article/31cf1f59-fcf1-53e6-93b7-7af6ce4565a0,By Motoko Rich and Sarah Lyall
Doris Lessing receives Nobel Prize in Literature,2007-10-11,article,News,IHT News,World,[],https://www.nytimes.com/2007/10/11/world/europe/11iht-nobel.3.7853668.html,nyt://article/35d50b8a-d751-5dfc-a496-d79070d14f13,By Motoko Rich and Sarah Lyall
Doris Lessing Wins Nobel Prize in Literature,2007-10-11,article,News,ContinuousNews,World,"['Books and Literature', 'Nobel Prizes']",https://www.nytimes.com/2007/10/11/world/11cnd-nobel.html,nyt://article/31969bf5-8ffe-51b4-ae4f-700bf1658ea6,By Motoko Rich and Sarah Lyall
"Still Competing, No Matter Their Age",2007-10-09,article,News,Sports,Sports,"['Synchronized Swimming', 'Swimming']",https://www.nytimes.com/2007/10/09/sports/othersports/09swim.html,nyt://article/70ce36eb-28c8-5574-9a3e-0ed06f178094,By Joshua Robinson
‘Ike: An American Hero’,2007-09-30,article,News,BookReview,Books,['Books and Literature'],https://www.nytimes.com/2007/09/30/books/chapters/0930-1st-korda.html,nyt://article/8c241129-4ded-51f2-a15d-923dd328d3a2,By Michael Korda
The Dead and the Naked,2007-09-30,article,Series,Magazine,Magazine,['Art'],https://www.nytimes.com/2007/09/30/magazine/30funny-serial-t.html,nyt://article/607edc47-2f0d-5085-af88-126242d17065,By CATHLEEN SCHINE
"Japanese retirees have money, but few markets",2007-09-17,article,News,IHT News,Business Day,[],https://www.nytimes.com/2007/09/17/business/worldbusiness/17iht-yen.1.7532499.html,nyt://article/9ccbc93f-3a85-596e-97cd-6ea50243d006,By Edwina Gibbs
‘Backstage With Julia: My Years With Julia Child’,2007-08-26,article,First Chapter,BookReview,Books,['Books and Literature'],https://www.nytimes.com/2007/08/26/books/chapters/0826-1st-barr.html,nyt://article/81252862-1e6a-510b-92c0-f344994f4079,By Nancy Verde Barr
"A Beloved Woodstock Nation Site Goes on Sale, for $8 Million",2007-08-12,article,News,Metro,New York,"['Music', 'Hippies']",https://www.nytimes.com/2007/08/12/nyregion/12woodstock.html,nyt://article/35bfcf6c-9ba2-50af-8edc-1d506435521e,By Paul Vitello
Don’t Look Down; the Ground Might Be Gaining on You,2007-08-05,article,News,Regionals,New York,['Home Repairs and Improvements'],https://www.nytimes.com/2007/08/05/nyregion/nyregionspecial2/05Rhome.html,nyt://article/142bb696-9b67-57d1-8318-cd8e142818cf,By James Kindall
Wall of Sound,2007-08-05,article,News,Magazine,Magazine,"['Hearing Aids', 'Deafness']",https://www.nytimes.com/2007/08/05/magazine/05lives-t.html,nyt://article/77198ed0-f7a3-5bda-ab4c-912686404967,By Josh Swiller
"Updating Newport, Ever So Gently",2007-08-02,article,News,Home,Home & Garden,"['Home Furnishings', 'Restoration and Rehabilitation']",https://www.nytimes.com/2007/08/02/garden/02newport.html,nyt://article/2801d46d-da51-5480-8bf3-80569e430aef,By Penelope Green
Leave your name at the border,2007-08-01,article,News,IHT News,Opinion,[],https://www.nytimes.com/2007/08/01/opinion/01iht-edmunoz.1.6936607.html,nyt://article/c17af8ef-4ff1-5ecd-803b-0e2a49ddc598,By Manuel Muñoz
Leave Your Name at the Border,2007-08-01,article,Op-Ed,OpEd,Opinion,"['Mexican-Americans', 'IMMIGRATION AND REFUGEES', 'Language and Languages']",https://www.nytimes.com/2007/08/01/opinion/01munoz.html,nyt://article/788433b5-1ab2-597d-89aa-745893cf9cdf,By Manuel Muñoz
"Albert Ellis, influential psychotherapist, dies at 93",2007-07-25,article,News,IHT News,World,[],https://www.nytimes.com/2007/07/25/world/americas/25iht-25ellis.6816515.html,nyt://article/45bd3a24-e63c-5156-9acd-fc9714d9941f,By Michael T. Kaufman
"Albert Ellis, 93, Influential Psychotherapist, Dies",2007-07-25,article,Obituary (Obit),Metro,New York,"['Therapy and Rehabilitation', 'Psychology and Psychologists', 'Deaths (Obituaries)']",https://www.nytimes.com/2007/07/25/nyregion/25ellis.html,nyt://article/e25d53f6-f034-54b2-a996-1c81f487ef14,By Michael T. Kaufman
"Albert Ellis, Influential Figure in Modern Psychology, Dies at 93",2007-07-24,article,News,ContinuousNews,Obituaries,"['Psychology and Psychologists', 'Deaths (Obituaries)']",https://www.nytimes.com/2007/07/24/obituaries/24cnd-ellis.html,nyt://article/b23fd625-7f00-536e-8225-e29e92d266a3,By Michael T. Kaufman
A TB Patient Turns to His Inner Lawyer,2007-06-08,article,News,National,U.S.,"['Tuberculosis', 'Medicine and Health', 'PUBLIC OPINION', 'Suits and Litigation']",https://www.nytimes.com/2007/06/08/us/08speaker.html,nyt://article/1686ffa0-cba6-57ba-95ca-290fb2e69927,By Kevin Sack
Obama Videos Get Closed-Captioning,2007-05-17,article,News,National,U.S.,[],https://thecaucus.blogs.nytimes.com/2007/05/17/obama-videos-get-closed-captioning/,nyt://article/5d2a695d-697d-5ba3-8809-171c4e2b0650,By Sarah Wheaton
Dallas Does Dallas,2007-03-25,article,News,TStyle,Travel,['Travel and Vacations'],https://www.nytimes.com/2007/03/25/travel/tmagazine/03well.dallas.t.html,nyt://article/c2bc76b6-3229-5fee-8b16-352e1ae75dd7,By Mimi Swartz
Rising Crime,2007-02-18,article,Review,BookReview,Books,"['Books and Literature', 'Writing and Writers']",https://www.nytimes.com/2007/02/18/books/review/Sante.t.html,nyt://article/4668c9be-b9de-5c96-a4a9-d741a8845691,By Luc Sante
Spare Times: For Children,2007-01-26,article,News,Weekend,Arts,[],https://www.nytimes.com/2007/01/26/arts/26kidss.html,nyt://article/1f04a1aa-151f-56f3-a2de-296040b03edf,By The New York Times
Dear Diary,2007-01-01,article,News,Metro,New York,[],https://www.nytimes.com/2007/01/01/nyregion/01diary.html,nyt://article/7a97257b-7c26-53d5-90c8-94d0b52e59c4,
Where Sign Language Is Far From Foreign,2006-12-25,article,News,Metro,New York,"['Sign Language', 'Deafness', 'Colleges and Universities']",https://www.nytimes.com/2006/12/25/nyregion/25deaf.html,nyt://article/76f0c167-46ac-5527-991e-3d377e0c3557,By Michelle York
Where Sign Language Is Far From Foreign,2006-12-25,article,News,Metropolitan Desk,New York,"['Deafness', 'Colleges and Universities', 'Sign Language']",https://www.nytimes.com/2006/12/25/nyregion/where-sign-language-is-far-from-foreign.html,nyt://article/890e7559-d97f-5e49-a354-a33ca65707f1,By Michelle York
News Summary,2006-12-25,article,Summary,Metropolitan Desk,New York,[],https://www.nytimes.com/2006/12/25/nyregion/news-summary.html,nyt://article/d64e51ae-833f-5ff4-acee-abd410a06e32,
News Summary,2006-12-11,article,Summary,Metropolitan Desk,New York,[],https://www.nytimes.com/2006/12/11/nyregion/news-summary.html,nyt://article/53dc90bb-24b1-582a-9c31-fe1d6c6b78b5,
Carolyn Ginsburg and Mark Stern,2006-11-26,article,News,Society Desk,Style,['Weddings and Engagements'],https://www.nytimes.com/2006/11/26/fashion/weddings/carolyn-ginsburg-and-mark-stern.html,nyt://article/de863d41-acfd-5f46-8dca-86cf4bb1388c,By Jennifer 8. Lee
Carolyn Ginsburg and Mark Stern,2006-11-26,article,News,Society,Fashion & Style,['Weddings and Engagements'],https://www.nytimes.com/2006/11/26/fashion/weddings/26vows.html,nyt://article/e76ed7ec-b76f-5cf6-a876-f12ff3c5923d,By Jennifer 8. Lee
Students on the Spectrum,2006-11-05,article,News,Education Life Supplement,U.S.,"['Autism', 'Mental Retardation', ""Asperger's Syndrome"", 'Colleges and Universities', 'Psychology and Psychologists']",https://www.nytimes.com/2006/11/05/education/edlife/students-on-the-spectrum.html,nyt://article/2d7b6e64-ed1a-5758-bf14-8ba6106ee126,By Abigail Sullivan Moore
Students on the Spectrum,2006-11-05,article,News,Travel,Education,"['Autism', 'Psychology and Psychologists', 'Colleges and Universities']",https://www.nytimes.com/2006/11/05/education/edlife/traits.html,nyt://article/764f6025-402e-5f5e-bf56-ac1cf6ef693f,By Abigail Sullivan Moore
Recollections of Witnesses to Astor Wills Are Cloudy,2006-11-01,article,News,Metro,New York,"['Wills and Estates', 'Handwriting']",https://www.nytimes.com/2006/11/01/nyregion/01astor.html,nyt://article/3e9ffd28-89f1-5efb-ac72-83689591f214,By Serge F. Kovaleski
Recollections of Witnesses to Astor Wills Are Cloudy,2006-11-01,article,News,Metropolitan Desk,New York,"['Forgery', 'Wills and Estates', 'Handwriting']",https://www.nytimes.com/2006/11/01/nyregion/recollections-of-witnesses-to-astor-wills-are-cloudy.html,nyt://article/e5ff1188-badf-5dce-a851-9f6e2255b8e5,By Serge F. Kovaleski
"Talk to the Newsroom:<br />Lawrie Mifflin, Editor, Television and Video",2006-10-30,article,News,Business,Business Day,[],https://www.nytimes.com/2006/10/30/business/media/30asktheeditors.html,nyt://article/3bcf074e-012d-59c7-9c71-c00c8e777dd6,
Jean-Marie Le Pen is sure discontented French hear his message - Europe - International Herald Tribune,2006-10-30,article,News,IHT News,World,[],https://www.nytimes.com/2006/11/30/world/europe/30iht-france.3724543.html,nyt://article/89c613e7-0df2-543f-af04-d6aec1a92563,By Katrin Bennhold
Jean-Marie Le Pen sure discontented French hear his message - Europe - International Herald Tribune,2006-10-29,article,News,IHT News,World,[],https://www.nytimes.com/2006/11/29/world/europe/29iht-france.3715297.html,nyt://article/a8a5feb5-b0d3-538e-8402-50cde287fe1c,By Katrin Bennhold
A Heart Riled to Sabotage Apartheid,2006-10-27,article,Review,"Movies, Performing Arts/Weekend Desk",Arts,"['MOTION PICTURES', 'Reviews']",https://www.nytimes.com/2006/10/27/movies/a-heart-riled-to-sabotage-apartheid.html,nyt://article/b8d5cc7a-75d5-5d79-842e-ea2790e0f4f2,By Manohla Dargis
A Heart Riled to Sabotage Apartheid,2006-10-27,article,Review,Weekend,Movies,['MOTION PICTURES'],https://www.nytimes.com/2006/10/27/movies/27catc.html,nyt://article/46078275-ef3c-567b-ab60-3a8236fa9d0d,By Manohla Dargis
"Dress British, Sing Yiddish",2006-10-22,article,News,Arts and Leisure Desk,Theater,"['JEWS', 'Yiddish Language', 'Opera', 'Theater']",https://www.nytimes.com/2006/10/22/theater/dress-british-sing-yiddish.html,nyt://article/4f80b436-d1ab-5c74-b002-612b58e724cb,By Liesl Schillinger
D.H. Lawrence’s New Mexico: The Ghosts That Grip the Soul of Bohemian Taos,2006-10-22,article,News,Travel Desk,Books,"['Books and Literature', 'Travel and Vacations']",https://www.nytimes.com/2006/10/22/travel/dh-lawrences-new-mexico-the-ghosts-that-grip-the-soul-of-bohemian.html,nyt://article/507f97ee-d4a6-5cf6-872b-62913bfde7bb,By Henry Shukman
D.H. Lawrence’s New Mexico: The Ghosts That Grip the Soul of Bohemian Taos,2006-10-22,article,News,Travel,Travel,['Travel and Vacations'],https://www.nytimes.com/2006/10/22/travel/22culture.html,nyt://article/072c0478-aeea-53c7-8ab7-c031918de238,By Henry Shukman
"Dress British, Sing Yiddish",2006-10-22,article,News,0,Theater,"['JEWS', 'Theater']",https://www.nytimes.com/2006/10/22/theater/22schi.html,nyt://article/5746e2d9-8358-5d94-867b-6c8101864a31,By Liesl Schillinger
Turmoil at College for Deaf Reflects Broader Debate,2006-10-21,article,News,National Desk,U.S.,"['Deafness', 'Education and Schools', 'Colleges and Universities', 'Implants', 'Demonstrations and Riots', 'Cochlea (Ear Part)', 'Sign Language']",https://www.nytimes.com/2006/10/21/education/turmoil-at-college-for-deaf-reflects-broader-debate.html,nyt://article/987d599b-66c2-54e7-9d35-c739a36af826,By Diana Jean Schemo
Turmoil at College for Deaf Reflects Broader Debate,2006-10-21,article,News,National,Education,"['Education and Schools', 'Deafness']",https://www.nytimes.com/2006/10/21/education/21gallaudet.html,nyt://article/1d725e93-822e-5811-a1e7-02be20d45adc,By Diana Jean Schemo
CALENDAR,2006-10-18,article,Schedule,"Dining, Dining Out/Cultural Desk",Food,[],https://www.nytimes.com/2006/10/18/dining/arts/calendar.html,nyt://article/ed5c2abf-4a83-51a7-9cfb-6baeb64b5348,By Florence Fabricant
Briefly: Page program's chief questioned about Foley - Americas - International Herald Tribune,2006-10-11,article,News,IHT News,World,[],https://www.nytimes.com/2006/10/11/world/americas/11iht-notes.3121596.html,nyt://article/2708fd00-d2a1-5b2f-b60d-bc908ecf6b25,
The Relentless Hunt for the Next Deal,2006-10-02,article,News,Business/Financial Desk,Business Day,"['Mergers, Acquisitions and Divestitures', 'Stocks and Bonds', 'Nationalization of Industry']",https://www.nytimes.com/2006/10/02/business/worldbusiness/the-relentless-hunt-for-the-next-deal.html,nyt://article/c1202823-1e9a-56b1-9dfd-ca61990ad9a2,By Doreen Carvajal
The Relentless Hunt for the Next Deal,2006-10-02,article,News,Business,Business Day,"['Mergers, Acquisitions and Divestitures', 'Nationalization of Industry', 'Stocks and Bonds']",https://www.nytimes.com/2006/10/02/business/worldbusiness/02frere.html,nyt://article/c686d3c8-460d-521e-bbe8-28be5713c6c8,By Doreen Carvajal
A relentless hunt for the next deal,2006-09-29,article,News,IHT News,Business Day,[],https://www.nytimes.com/2006/09/29/business/worldbusiness/29iht-wbfrere.html,nyt://article/29091633-7c41-52c4-ad32-0884de65e259,By Doreen Carvajal
Broadway for Dummies (and Ventriloquists),2006-09-17,article,News,Arts and Leisure Desk,Theater,"['Ventriloquists', 'Theater']",https://www.nytimes.com/2006/09/17/theater/broadway-for-dummies-and-ventriloquists.html,nyt://article/62065f30-7738-5cc8-9858-65f9109e8c15,By Jesse Green
Broadway for Dummies (and Ventriloquists),2006-09-17,article,News,0,Theater,['Theater'],https://www.nytimes.com/2006/09/17/theater/17gree.html,nyt://article/c43ec192-cb41-5bf4-929e-781562932a0c,By Jesse Green
"Bad Sulza, Germany",2006-09-03,article,News,Travel Desk,Travel,"['Music', 'Spas', 'Travel and Vacations']",https://www.nytimes.com/2006/09/03/travel/bad-sulza-germany.html,nyt://article/104f75f0-310c-5cdc-9b82-e8b1f824c261,By Gisela Williams
"Bad Sulza, Germany",2006-09-03,article,News,Travel,Travel,"['Travel and Vacations', 'Spas', 'Music']",https://www.nytimes.com/2006/09/03/travel/03surface.html,nyt://article/4af03018-5eb5-5945-b292-24a57aed9916,By Gisela Williams
Money Woes Threaten National Theater of the Deaf,2006-08-10,article,News,The Arts/Cultural Desk,Theater,"['Deafness', 'Finances', 'Budgets and Budgeting', 'Theater']",https://www.nytimes.com/2006/08/10/theater/money-woes-threaten-national-theater-of-the-deaf.html,nyt://article/47695a3c-12b1-503f-957b-c32f3c177938,By Alison Leigh Cowan
Money Woes Threaten National Theater of the Deaf,2006-08-10,article,News,Culture,Theater,"['Budgets and Budgeting', 'Theater', 'Finances', 'Deafness']",https://www.nytimes.com/2006/08/10/theater/10deaf.html,nyt://article/c3866a1e-5d82-5c81-a59f-89a394dff72e,By Alison Leigh Cowan
My Husband Survived; the Man I Married Didnt,2006-08-06,article,News,Style Desk,Books,"['Brain', 'Books and Literature', 'Medicine and Health', 'Nursing Homes']",https://www.nytimes.com/2006/08/06/fashion/my-husband-survived-the-man-i-married-didnt.html,nyt://article/e3267909-e3fd-57cb-9099-f906383a5751,By Abigail Thomas
My Husband Survived; the Man I Married Didn’t,2006-08-06,article,News,Styles,Fashion & Style,"['Medicine and Health', 'Nursing Homes']",https://www.nytimes.com/2006/08/06/fashion/06love.html,nyt://article/cb02789c-dacb-5bc7-807d-9dbf772f1206,By Abigail Thomas
A Victory Thats Still Memorable 70 Years Later,2006-08-01,article,News,Sports Desk,Sports,"['Olympic Games', 'SUMMER GAMES (OLYMPICS)', 'Athletics and Sports', 'Olympic Games (1936)', 'Track and Field', 'World War II (1939-45)']",https://www.nytimes.com/2006/08/01/sports/othersports/a-victory-thats-still-memorable-70-years-later.html,nyt://article/9f29dbb9-4810-5d6c-87cd-8b6b03db30b1,By Frank Litsky
A Victory That’s Still Memorable 70 Years Later,2006-08-01,article,News,Sports,Sports,"['Olympic Games', 'Athletics and Sports', 'World War II (1939-45)']",https://www.nytimes.com/2006/08/01/sports/othersports/01olympics.html,nyt://article/22ea416a-03f8-5309-a63b-a90bf6a27f00,By Frank Litsky
Israeli Refugees Seek Friends and Families,2006-07-31,article,News,Foreign Desk,World,"['Friendship', 'IMMIGRATION AND REFUGEES', 'Housing']",https://www.nytimes.com/2006/07/31/world/middleeast/israeli-refugees-seek-friends-and-families.html,nyt://article/926f9940-60cc-51cc-be93-5fdd43e27e16,By Dina Kraft
Israelis rally to aid displaced - Africa & Middle East - International Herald Tribune,2006-07-31,article,News,IHT News,World,[],https://www.nytimes.com/2006/07/31/world/africa/31iht-displace.2345611.html,nyt://article/f74e623b-9f5e-5eed-a627-b0cc129eec21,By Dina Kraft
Israeli Refugees Seek Friends and Families,2006-07-31,article,News,Foreign,World,"['Housing', 'Friendship', 'IMMIGRATION AND REFUGEES']",https://www.nytimes.com/2006/07/31/world/middleeast/31displaced.html,nyt://article/21401573-2ebe-560c-b0f1-3ac43d24fa34,By Dina Kraft
Dear Diary,2006-07-17,article,News,Metropolitan Desk,New York,[],https://www.nytimes.com/2006/07/17/nyregion/dear-diary.html,nyt://article/59a44df7-6950-5d22-90e5-2469835c087e,
Dear Diary,2006-07-17,article,News,Metro,New York,[],https://www.nytimes.com/2006/07/17/nyregion/17diary.html,nyt://article/ffe2469a-d223-53d5-b813-caf9c631fbee,
Protests Continue at University for Deaf,2006-05-13,article,News,National Desk,U.S.,"['Deafness', 'Colleges and Universities', 'Implants', 'Demonstrations and Riots', 'Cochlea (Ear Part)', 'Sign Language']",https://www.nytimes.com/2006/05/13/us/protests-continue-at-university-for-deaf.html,nyt://article/7639cfb5-dd9b-5b5b-8cde-de4581b7b7bd,By Diana Jean Schemo
Protests Continue at University for Deaf,2006-05-13,article,News,National,U.S.,"['Colleges and Universities', 'Deafness']",https://www.nytimes.com/2006/05/13/us/13gallaudet.html,nyt://article/7efa552c-36ac-5e29-8921-7874e9d48861,By Diana Jean Schemo
"For MTV Fans, a Parallel Universe of Programs: At Once Online and on TV",2006-05-08,article,News,Business/Financial Desk,Business Day,"['Television', 'Computers and the Internet', 'Wire and Cable']",https://www.nytimes.com/2006/05/08/technology/for-mtv-fans-a-parallel-universe-of-programs-at-once-online-and.html,nyt://article/c1680bdb-df9e-58fc-b9a6-4f2b9ad03a40,By Edward Wyatt
"For MTV Fans, a Parallel Universe of Programs: At Once Online and on TV",2006-05-08,article,News,Business,Technology,"['Wire and Cable', 'Computers and the Internet', 'Television']",https://www.nytimes.com/2006/05/08/technology/08mtv.html,nyt://article/953c242f-7e09-5fbd-877b-25cd6c264f86,By Edward Wyatt
Emily Romoff and James Bronstein,2006-04-30,article,News,Society Desk,Style,['Weddings and Engagements'],https://www.nytimes.com/2006/04/30/fashion/weddings/emily-romoff-and-james-bronstein.html,nyt://article/08f4e556-e666-5bf2-b596-4ee62ca330c0,
"A Streetcar, in a Way, by Another Name",2006-04-23,article,Review,Connecticut Weekly Desk,New York,"['Reviews', 'Theater']",https://www.nytimes.com/2006/04/23/nyregion/theater/theater-review-a-streetcar-in-a-way-by-another-name.html,nyt://article/6c9899c1-c834-5e61-a497-ed4342005118,By Anita Gates
Midair Rescue Lifts Passengers From Stranded East River Tram,2006-04-19,article,News,Metropolitan Desk,New York,"['Rescues', 'Transportation', 'Blackouts and Brownouts (Electrical)']",https://www.nytimes.com/2006/04/19/nyregion/midair-rescue-lifts-passengers-from-stranded-east-river-tram.html,nyt://article/9912c20f-80dc-5db5-82aa-295ab6541738,By Jennifer 8. Lee
Deaf Theater Troupes Reel From Federal Cuts,2006-04-12,article,News,The Arts/Cultural Desk,Theater,"['Deafness', 'Finances', 'Budgets and Budgeting', 'Theater']",https://www.nytimes.com/2006/04/12/theater/deaf-theater-troupes-reel-from-federal-cuts.html,nyt://article/239b375b-753b-5e5a-be00-0555dd294236,By Alison Leigh Cowan
I.M. Generation Is Changing the Way Business Talks,2006-04-05,article,News,Circuits,Technology,"['Electronic Mail', 'Computers and the Internet']",https://www.nytimes.com/2006/04/05/technology/keeping-track-im-generation-is-changing-the-way-business-talks.html,nyt://article/79804e76-c7b2-55cc-a169-065ce10ea4ce,By David Strom
"Gravedigger's Secret Is Out, 20 Years Later, at Trial of 2 Ex-Detectives",2006-03-29,article,News,Metropolitan Desk,New York,"['Police Brutality and Misconduct', 'Murders and Attempted Murders', 'Organized Crime']",https://www.nytimes.com/2006/03/29/nyregion/gravediggers-secret-is-out-20-years-later-at-trial-of-2.html,nyt://article/387398e6-88b1-5438-a3e2-fb2c46c3579b,By Alan Feuer
Children's Events,2006-03-10,article,Schedule,Leisure/Weekend Desk,Arts,[],https://www.nytimes.com/2006/03/10/arts/childrens-events.html,nyt://article/5b6f2c53-ed21-5f87-9634-61baa57ec645,
"Obituary: Otis Chandler, 78; L.A. Times publisher",2006-02-28,article,News,IHT News,World,[],https://www.nytimes.com/2006/02/28/world/americas/28iht-web.0228otis.html,nyt://article/670dd702-f263-51bc-a1f7-6078a6cfb208,By Jonathan Kandell
"Otis Chandler, Publisher Who Transformed Los Angeles Times, Dies at 78",2006-02-28,article,Obituary; Biography,National Desk,Obituaries,"['Biographical Information', 'News and News Media', 'Deaths (Obituaries)']",https://www.nytimes.com/2006/02/28/obituaries/otis-chandler-publisher-who-transformed-los-angeles-times-dies.html,nyt://article/6b45b7bc-b46f-53b1-920e-e6d7e12ef0b3,By Jonathan Kandell
Otis Chandler Dies at 78; He Transformed Los Angeles Times,2006-02-27,article,News,National,U.S.,[],https://www.nytimes.com/2006/02/27/national/otis-chandler-dies-at-78-he-transformed-los-angeles-times.html,nyt://article/39353457-ca7d-5d57-90dc-9df5ace34229,By  Jonathan Kandell
Children's Events,2006-02-10,article,Schedule,Leisure/Weekend Desk,Arts,[],https://www.nytimes.com/2006/02/10/arts/childrens-events.html,nyt://article/aa34df30-669d-5ff2-9514-096e6ac2f974,
Bull market for work of quiet Indian artist,2006-01-25,article,News,None,Arts,[],https://www.nytimes.com/2006/01/25/arts/bull-market-for-work-of-quiet-indian-artist.html,nyt://article/831a65a4-1fde-57a6-a0ea-c1446916c4eb,By Somini Sengupta
Indian Artist Enjoys His World Audience,2006-01-24,article,News,The Arts/Cultural Desk,Arts,"['Auctions', 'Prices (Fares, Fees and Rates)', 'Art']",https://www.nytimes.com/2006/01/24/arts/design/indian-artist-enjoys-his-world-audience.html,nyt://article/83e738bf-e18b-523b-af95-f4d7c98f2aa6,By Somini Sengupta
Struggling Back From War's Once-Deadly Wounds,2006-01-22,article,News,National Desk,U.S.,"['United States International Relations', 'Bombs and Explosives', 'ARMOR', 'Medicine and Health', 'Hospitals', 'Protective Clothing', 'Surgery and Surgeons', 'Therapy and Rehabilitation', 'Terrorism', 'UNITED STATES ARMAMENT AND DEFENSE']",https://www.nytimes.com/2006/01/22/us/struggling-back-from-wars-oncedeadly-wounds.html,nyt://article/7bcc6515-a9d7-58a1-9832-28cce4d2954b,By Denise Grady
This Phone Is Heavy,2005-12-27,article,News,Metropolitan Desk,New York,"['Weight', 'New Year', 'Exercise']",https://www.nytimes.com/2005/12/27/nyregion/this-phone-is-heavy.html,nyt://article/157e337a-51a3-521d-b05e-9dfb2bfb2c6b,By Campbell Robertson
Browsing Out Loud,2005-12-08,article,News,Thursday Styles,Style,"['ADVERTISING AND MARKETING', 'APPAREL', 'Wool and Woolen Goods', 'RETAIL STORES AND TRADE', 'NIGHTCLUBS AND CABARETS']",https://www.nytimes.com/2005/12/08/fashion/thursdaystyles/browsing-out-loud.html,nyt://article/2adebd8d-0084-5b85-a69a-4c934e88c53a,By Alex Kuczynski
"Paid Notice: Deaths   GRAHAM, EDWARD C.",2005-11-29,article,Paid Death Notice,Classified,Archives,[],https://www.nytimes.com/2005/11/29/classified/paid-notice-deaths-graham-edward-c.html,nyt://article/4d96b384-08b7-5981-a1d5-9f8e0ecf92d6,
When life in Mideast was simpler,2005-10-29,article,News,None,World,[],https://www.nytimes.com/2005/10/29/world/africa/when-life-in-mideast-was-simpler.html,nyt://article/64397e4e-f2e2-5b10-92d5-eb85b8108c93,By Steven Erlanger
A Grande Dame of a Bygone Jerusalem,2005-10-29,article,Biography,Foreign Desk,World,['International Relations'],https://www.nytimes.com/2005/10/29/world/middleeast/a-grande-dame-of-a-bygone-jerusalem.html,nyt://article/7cca45e1-d10f-584d-a36b-39e6498e4d84,By Steven Erlanger
No Combat for Grannies Full of Fight,2005-10-18,article,News,Metropolitan Desk,New York,"['ARMAMENT, DEFENSE AND MILITARY FORCES', 'Demonstrations and Riots']",https://www.nytimes.com/2005/10/18/nyregion/no-combat-for-grannies-full-of-fight.html,nyt://article/83bdbac7-13e3-5dfc-9559-2e41a854e0c7,
No Combat For Grannies Full of Fight,2005-10-18,article,News,Metropolitan Desk,New York,[],https://www.nytimes.com/2005/10/18/nyregion/nyc-no-combat-for-grannies-full-of-fight.html,nyt://article/e06a4d87-dd9a-5a92-91e9-d4811471c63d,By Clyde Haberman
We Never Told Our Father He Had Cancer,2005-09-27,article,News,Health&Fitness,Health,"['Cancer', 'Families and Family Life']",https://www.nytimes.com/2005/09/27/health/we-never-told-our-father-he-had-cancer.html,nyt://article/a5221142-db9b-5c74-87e8-554a8230e00e,By Annie Lubliner Lehmann
"Paid Notice: Deaths   DE LEEUW, BARBARA",2005-09-22,article,Paid Death Notice,Classified,Archives,[],https://www.nytimes.com/2005/09/22/classified/paid-notice-deaths-de-leeuw-barbara.html,nyt://article/83e8cad2-3ddc-534d-aad3-9e6b2edd2cfc,
